episode,reward,steps
1045,4.600000000000003,20
1046,-11.0,10
1047,-5.499999999999998,20
1048,4.200000000000005,20
1049,11.299999999999995,35
1050,-3.5999999999999988,15
1051,-10.5,5
1052,-9.5,30
1053,-11.0,10
1054,-0.8000000000000025,35
1055,-9.2,5
1056,-11.5,15
1057,6.999999999999977,50
1058,8.399999999999979,40
1059,-10.5,5
1060,4.899999999999997,35
1061,-5.599999999999998,20
1062,6.3000000000000025,20
1063,-11.0,10
1064,-11.5,15
1065,-1.299999999999999,15
1066,-2.3999999999999977,15
1067,-11.0,10
1068,-10.5,20
1069,-5.699999999999999,15
1070,-7.8999999999999995,5
1071,4.200000000000003,20
1072,9.599999999999993,45
1073,-0.7999999999999989,20
1074,-2.6999999999999984,15
1075,-2.4999999999999982,20
1076,-0.5999999999999979,15
1077,-7.199999999999999,5
1078,-3.599999999999998,20
1079,6.399999999999983,35
1080,-10.1,10
1081,-12.5,25
1082,7.89999999999999,45
1083,7.49999999999997,50
1084,10.799999999999992,35
1085,5.1999999999999975,40
1086,-3.099999999999998,15
1087,-11.0,10
1088,-11.0,10
1089,-11.0,10
1090,-9.3,20
1091,-1.6999999999999993,20
1092,-8.600000000000001,30
1093,2.200000000000003,20
1094,4.200000000000003,20
1095,-8.7,20
1096,-0.8999999999999986,15
1097,-11.0,10
1098,2.400000000000004,45
1099,-3.9999999999999973,20
1100,-1.0,15
1101,-0.5999999999999979,35
1102,-0.29999999999999893,15
1103,-12.0,20
1104,-2.599999999999997,15
1105,-10.5,5
1106,-11.0,10
1107,13.499999999999991,35
1108,-4.099999999999999,15
1109,-0.8999999999999986,20
1110,-10.5,5
1111,5.329070518200751e-15,35
1112,9.899999999999993,40
1113,1.4000000000000075,40
1114,-10.5,5
1115,-10.8,20
1116,8.299999999999992,35
1117,-9.9,30
1118,-7.1,20
1119,2.8000000000000025,20
1120,-11.0,10
1121,-10.5,5
1122,-10.5,5
1123,-11.2,15
1124,-11.0,10
1125,-3.299999999999998,15
1126,-2.999999999999993,30
1127,-10.5,5
