episode,reward,steps
1028,-9.6,20
1029,-11.7,20
1030,14.499999999999977,85
1031,-10.299999999999999,40
1032,-4.499999999999999,50
1033,-5.099999999999992,80
1034,9.899999999999922,120
1035,6.999999999999945,120
1036,-12.5,40
1037,-1.7999999999999954,70
1038,-4.999999999999995,80
1039,-10.5,5
1040,0.3000000000000007,70
1041,-12.5,25
1042,19.399999999999935,100
1043,-7.200000000000002,50
1044,11.699999999999958,160
1045,-10.5,5
1046,-10.5,5
1047,-8.600000000000001,30
1048,-9.3,20
1049,-9.5,30
1050,-11.5,15
1051,2.9000000000000092,110
1052,11.399999999999975,170
1053,15.79999999999986,160
1054,-12.0,20
1055,0.20000000000000462,100
1056,-10.799999999999999,20
1057,15.499999999999906,180
1058,-7.600000000000003,50
1059,26.499999999999858,240
1060,-10.5,5
1061,-10.5,5
1062,-10.4,10
1063,-10.7,10
1064,-10.799999999999999,20
1065,7.9000000000000075,110
1066,2.3000000000000096,120
1067,-14.000000000000002,40
1068,-12.0,20
1069,2.6000000000000103,80
1070,-9.799999999999999,10
1071,-10.9,30
1072,-7.1000000000000005,55
1073,-11.2,40
1074,-3.899999999999997,65
1075,11.899999999999954,90
1076,1.5000000000000302,110
1077,49.49999999999986,285
1078,32.099999999999795,245
1079,23.39999999999995,105
1080,-8.200000000000001,80
1081,-9.200000000000003,75
1082,-3.7999999999999954,20
1083,14.69999999999998,135
1084,-8.300000000000002,70
1085,-3.7999999999999945,70
1086,29.499999999999808,215
1087,-8.2,20
1088,-11.1,20
1089,-10.5,5
1090,20.699999999999868,170
1091,28.69999999999984,270
1092,-2.8999999999999924,35
1093,-1.79999999999999,40
1094,10.499999999999941,100
1095,-11.7,90
1096,-13.0,30
1097,3.100000000000012,70
1098,37.999999999999936,300
1099,-8.700000000000003,165
1100,8.599999999999985,170
1101,5.800000000000001,110
1102,-2.49999999999997,155
1103,-4.899999999999996,40
1104,0.6000000000000032,55
1105,-10.2,20
1106,-10.5,5
1107,-10.5,5
1108,9.000000000000009,150
1109,-11.7,20
1110,-12.2,25
1111,-10.4,10
1112,0.40000000000000924,65
1113,3.300000000000013,110
1114,-10.0,50
1115,-7.799999999999999,10
1116,-1.6999999999999957,50
1117,5.9,70
1118,-10.799999999999995,170
1119,-12.200000000000003,95
1120,33.49999999999993,275
1121,12.799999999999907,135
1122,24.49999999999988,170
1123,-9.1,35
1124,-12.700000000000001,30
1125,46.19999999999982,300
1126,-12.700000000000001,45
1127,12.299999999999772,225
1128,26.99999999999995,185
1129,-8.0,45
1130,-10.7,25
1131,48.49999999999977,300
1132,-10.499999999999998,55
1133,2.2000000000000206,105
1134,-10.4,25
1135,5.6,50
1136,-12.5,25
1137,-4.599999999999996,70
1138,-3.9999999999999964,60
1139,-10.299999999999999,25
1140,8.881784197001252e-15,60
1141,26.59999999999986,245
1142,-10.5,5
1143,-9.8,60
1144,-12.4,30
1145,-10.5,5
1146,-7.800000000000001,20
1147,-5.499999999999996,20
1148,20.599999999999945,210
1149,-1.0999999999999996,20
1150,-2.299999999999976,125
1151,11.399999999999997,220
1152,-13.500000000000002,35
1153,-8.600000000000001,25
1154,-9.200000000000003,135
1155,-7.599999999999996,125
1156,-3.199999999999987,115
1157,6.899999999999986,150
1158,4.600000000000012,55
1159,26.599999999999916,195
1160,57.399999999999984,290
1161,-8.000000000000002,50
1162,2.0,50
1163,-10.1,20
1164,6.699999999999887,145
1165,-10.7,60
1166,7.899999999999997,80
1167,35.59999999999986,260
1168,-10.000000000000002,65
1169,-10.2,5
1170,4.400000000000029,165
1171,8.299999999999939,100
1172,16.39999999999997,130
1173,-10.7,10
1174,1.300000000000015,85
1175,-4.9999999999999964,40
1176,-11.1,20
1177,-11.5,15
1178,-5.699999999999992,75
1179,-11.5,15
1180,5.4999999999999964,80
1181,-0.09999999999997833,110
1182,-7.200000000000001,30
1183,-5.899999999999995,65
1184,2.299999999999997,100
1185,3.300000000000006,60
1186,-5.699999999999998,20
1187,10.199999999999948,95
1188,-10.5,5
1189,2.4999999999999982,50
1190,-2.6999999999999984,45
1191,28.49999999999983,210
1192,-2.5999999999999925,85
1193,-3.399999999999988,45
1194,-6.299999999999996,25
1195,14.89999999999994,90
1196,-4.199999999999994,30
1197,-8.200000000000001,30
1198,-14.5,45
1199,-9.6,30
1200,2.3000000000000114,90
1201,12.199999999999973,80
1202,-9.300000000000002,105
1203,-9.6,15
1204,12.099999999999989,70
1205,-7.6000000000000005,50
1206,-6.299999999999996,25
1207,-10.9,30
1208,8.799999999999963,130
1209,-12.1,30
1210,-3.299999999999983,65
1211,-9.8,40
1212,-6.099999999999999,55
1213,-10.5,5
1214,13.399999999999979,145
1215,-1.4999999999999822,105
1216,-10.299999999999999,30
1217,18.39999999999995,85
1218,2.800000000000008,70
1219,-14.5,45
1220,-11.1,20
1221,6.799999999999999,70
1222,-7.1000000000000005,30
1223,9.699999999999962,80
1224,-12.4,30
1225,4.200000000000012,80
1226,8.099999999999996,125
1227,-9.700000000000001,45
1228,-6.499999999999998,10
1229,2.300000000000006,65
1230,4.999999999999966,145
1231,-6.299999999999999,40
1232,-4.199999999999996,20
1233,-13.0,30
1234,-9.3,30
1235,16.299999999999983,70
1236,-7.800000000000001,30
1237,9.799999999999946,150
1238,-6.0,50
1239,-10.4,30
1240,-12.900000000000002,50
1241,38.099999999999966,130
